LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixel),(pixel),(pixel),(frame),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixel),(pixel),(pixel),(pixel),(radians),,(pixel^2),(pixel),,,
ID9391,9391,0,17.0,170.05882352941177,105.23529411764706,0.0,19.0,19,2.326213245840639,1,,180.1764705882353,200.0,110.0,255.0,3063.0,59.65236300235478,0.5213576158940397,2.0701643633724385,0.013959650299157914,-0.07425577779491317,3.269282057962921,1.9237211172845081,0.7116277773725918,1.6994573842271814,17.0,16.94427190999916,0.7440685721172426,0.9444444444444444,4.109589578477226
ID9388,9388,0,13.0,169.1172839506173,104.62345679012346,0.0,20.0,20,2.072964896828013,1,,181.28571428571428,179.0,113.0,255.0,2538.0,45.75255952727348,0.5384687121141472,2.7736393376080324,-0.06626739550298136,0.07433644506242458,2.9230744900259498,1.9398112566944952,0.7634914677179823,1.506886033338609,13.5,15.097452068300655,0.7442799393466331,0.9642857142857143,4.10900599816257
ID9406,9406,0,22.0,168.4059829059829,103.26923076923077,0.0,21.0,21,2.4913937425834396,1,,175.6,180.0,94.0,255.0,3512.0,59.248273348147805,0.3887971583577306,1.6594457979877595,0.08444169574888992,0.31800198028392274,3.720383781184534,2.1336546926236917,1.18510931259153,1.7436672363369579,19.5,23.953727052989496,0.4270692302688984,0.6964285714285714,5.424451004853623
ID9313,9313,1,14.0,167.07777777777775,102.13333333333334,0.0,0.0,0,2.1850968611841584,1,,155.0,170.0,86.0,224.0,2325.0,36.97682672006502,0.3657786885245901,2.245278007290494,0.1973496700301893,0.10775573952836859,3.1560025964565943,1.7935344993776827,1.5335764578179563,1.7596553607146437,15.0,18.53663105724556,0.5485794199551185,0.8333333333333334,4.786137558633549
ID9324,9324,1,9.0,167.6578947368421,102.71052631578948,0.0,1.0,1,1.738949084575512,1,,162.7,154.0,110.0,255.0,1627.0,55.789385688996035,0.3909467446899459,1.6393552207135087,-0.07563488562818031,0.3253467123953203,2.408195490127994,1.7114618337891399,-1.3323004740787894,1.407098564854526,9.5,15.122417494872465,0.5220246631406099,0.76,4.906360113901835
ID9296,9296,1,10.0,167.83333333333334,103.65789473684211,0.0,2.0,2,1.738949084575512,1,,153.4,169.0,56.0,250.0,1534.0,66.14327882206425,0.4179708666687917,1.3672512819012737,-0.06640718385654011,-0.08189155741111694,2.1583199887141125,1.7900140325646483,-0.729564833961343,1.2057559043946557,9.5,12.358485472372255,0.7816331436547584,0.95,4.009622152704221
ID9342,9342,1,13.0,167.73188405797103,102.42753623188406,0.0,3.0,3,1.913259964331453,1,,156.25,148.0,87.0,255.0,1875.0,52.01245480214767,0.46729271155693103,1.913440302929479,-0.024880990886076856,-0.022325019167284407,2.486979977264906,1.7936517703503523,0.8277331175273361,1.3865456039881847,11.5,13.122417494872465,0.8392280722084283,1.0,3.869589809850482
ID9267,9267,1,9.0,166.3148148148148,102.9074074074074,0.0,4.0,4,1.692568750643269,1,,159.66666666666666,159.0,96.0,238.0,1437.0,45.96466033813369,0.46061324750127053,2.1908941121915966,0.09922457566606817,0.041213587406681004,2.673972278034849,1.440883021786697,0.308504354461846,1.8557872065971874,9.0,11.70820393249937,0.8250339438057361,1.0,3.9027346441664563
ID9282,9282,1,23.0,162.0744680851064,95.79078014184398,0.0,5.0,5,2.7350104799285653,1,,155.83333333333334,156.0,18.0,255.0,3740.0,67.14660577174894,0.48056674899259066,1.5065793777598664,-0.6244100181063746,0.36341859993675674,4.358278433526257,2.7113416884993167,-0.04144697132973886,1.607425007335941,23.5,22.693460336327476,0.5734245474991756,0.8867924528301887,4.681303428403877
ID9271,9271,1,29.0,160.72598870056498,96.81073446327683,0.0,6.0,6,3.064333800750471,1,,172.75862068965517,167.0,109.0,255.0,5010.0,53.239791222901395,0.48246294664580025,2.1120952392122483,-0.003485590328117083,-0.09015786220062456,4.4828922541036516,2.3401900995568474,-0.352787342514422,1.9156102980491025,29.5,30.066689404871624,0.4100725109257531,0.7108433734939759,5.535726222071453
ID9299,9299,1,36.0,161.0662100456621,97.43607305936072,0.0,7.0,7,3.4085643379153576,1,,159.16666666666666,153.0,30.0,255.0,5730.0,58.0760585045901,0.4224612083985269,1.627913737434251,-0.04938706004839169,-0.04985180332438812,6.429089786241082,2.0777251852769827,2.8104938031403046,3.0942926580466015,36.5,29.420743220670804,0.5299018665623129,0.9125,4.869756067297071
ID9333,9333,1,41.0,161.4789029535865,97.27215189873418,0.0,8.0,8,3.5458765494951643,1,,164.075,159.0,82.0,255.0,6563.0,54.00350772083094,0.46879697967802036,1.9394271591883518,-0.043204362612955,0.11537433017484325,5.7776699290394005,2.5575832302151937,2.965790608546513,2.2590349595595645,39.5,32.385519912669636,0.4732658988724384,0.8061224489795918,5.152907253668496
ID9276,9276,1,24.0,162.44202898550725,97.23913043478261,0.0,9.0,9,2.7057581899030048,1,,183.66666666666666,193.0,61.0,255.0,4408.0,61.9281959149091,0.517138055999838,2.0218703688020923,0.06204224200890739,0.11836832522960965,4.413372419865957,1.9087279870669003,3.107864868413693,2.3122060606696966,23.0,21.77269903474535,0.6096957411072759,0.8846153846153846,4.539921581670964
ID9381,9381,1,28.0,163.64285714285714,97.85119047619048,0.0,10.0,10,2.985410660720923,1,,158.39285714285714,159.0,56.0,255.0,4435.0,59.632416790493515,0.4667999397331353,1.6906086452821933,-0.16134998294093097,0.08324033413289367,5.002085060196213,2.077263610433949,0.24788808323987244,2.408016505498431,28.0,26.60400859286238,0.49713430913646317,0.8,5.027685043867091
ID9304,9304,1,23.0,162.9255319148936,98.00354609929079,0.0,11.0,11,2.7350104799285653,1,,169.83333333333334,147.0,87.0,255.0,4076.0,61.445392275451034,0.5168106656311685,1.8834916626321028,-0.08173328280167358,0.04252195016871676,4.771856783613823,1.9594975803573293,0.01040514519329716,2.4352450502866345,23.5,21.122417494872465,0.6618971048312642,1.0,4.357222035311979
ID9354,9354,1,21.0,162.04761904761904,98.21428571428571,0.0,12.0,12,2.5854414729132054,1,,187.23809523809524,202.0,41.0,255.0,3932.0,55.50486894129628,0.5335413416536661,2.347284423345069,0.013961502860380353,0.03202333981741341,3.8145336153400597,1.9763874163444906,3.1000917597865163,1.930053583520274,21.0,19.30056307974577,0.7084173677460852,0.9130434782608695,4.21172815562881
ID9376,9376,1,30.0,163.71468926553672,98.17796610169492,0.0,13.0,13,3.064333800750471,1,,176.36666666666667,181.0,59.0,255.0,5291.0,60.136903199589355,0.5232619022384767,2.0148836741179563,-0.17078069013000155,0.07006483317097882,4.897560070736513,2.290164906090745,0.0974140773454515,2.1385185222738077,29.5,26.638595361652772,0.5224073011657518,0.8805970149253731,4.90456294928031
ID9338,9338,1,27.0,162.76543209876544,98.64814814814815,0.0,14.0,14,2.9316150714175193,1,,180.1851851851852,190.0,48.0,255.0,4865.0,64.4915242117652,0.5178208964200334,1.9063624690596905,0.14045180579170638,-0.03784030322805465,4.51536771193272,2.0394378794082546,0.09094971657845378,2.2140256182957923,27.0,25.77269903474535,0.5108034521854984,0.84375,4.959958241817812
ID9316,9316,1,30.0,163.25806451612902,99.27956989247312,0.0,15.0,15,3.141274657157109,1,,179.6451612903226,179.0,64.0,255.0,5569.0,61.27182516573001,0.5603081951902872,2.1057232264154457,0.03099062834661158,-0.2598345147769253,5.139325011022339,2.473724639531548,0.09023572305092281,2.077565517557192,31.0,24.313755207963357,0.6589727836379855,1.0,4.36687934753133
ID9325,9325,1,25.0,161.8846153846154,98.7948717948718,0.0,16.0,16,2.876813695875796,1,,173.25925925925927,234.0,31.0,255.0,4678.0,85.2983869414587,0.4846417155940426,1.3261259230380906,-0.09444578456551458,0.14620689384115373,4.666679255554367,2.014465873980069,0.2675696896088555,2.316583922235527,26.0,24.309330091990912,0.5528880843114816,0.8387096774193549,4.767451865439614
ID9363,9363,1,25.0,163.71428571428572,98.21428571428571,0.0,17.0,17,2.5854414729132054,1,,213.0952380952381,243.0,114.0,255.0,4475.0,48.32484326089922,0.5055569177781453,2.961462005683854,-0.006595026477198075,0.03072494893461337,5.329822824140303,1.6422046778697912,0.1810661066782877,3.245528950175661,21.0,23.59888880554411,0.47385563644810474,0.875,5.149699727059614
ID9286,9286,1,30.0,162.25806451612902,98.16666666666666,0.0,18.0,18,3.141274657157109,1,,173.25,180.0,49.0,255.0,5544.0,71.46214878995328,0.5864689121063783,1.7924233695855907,0.08087012053252772,0.06361976914370927,4.648341339845445,2.325655609589983,3.1331207121242244,1.9987229926381729,31.0,25.00876701224514,0.6228550596407038,0.8732394366197183,4.491707152551534
ID9390,9390,1,30.0,163.0,98.61904761904762,0.0,19.0,19,2.985410660720923,1,,203.53571428571428,241.0,94.0,255.0,5699.0,57.16997537743114,0.6003182477652454,2.671024081158917,0.02778398835301662,0.011475753536217067,4.812075730375988,2.0582342244578085,0.07012841046399387,2.33796313033499,28.0,23.00876701224514,0.6646319312839852,0.9655172413793104,4.348248249187663
ID9387,9387,1,26.0,163.07333333333335,98.54666666666667,0.0,20.0,20,2.8209479177387813,1,,170.0,160.0,73.0,255.0,4250.0,60.633461608806954,0.5082382762991128,1.8895742636403787,-0.0041737309457013086,-0.017343394781811506,4.818201564502443,1.9961868698975211,0.14775298085356026,2.4137026633933307,25.0,21.30419953876347,0.6921806118648257,1.0,4.260839907752694
ID9405,9405,1,24.0,162.56666666666666,98.15925925925927,0.0,21.0,21,2.676186174229157,1,,166.13636363636363,170.0,30.0,255.0,3655.0,75.74788725926568,0.44244545680728214,1.3455025086465207,0.17614894833007613,0.1986489988870739,4.283449345613135,1.9157282347850995,0.04300579471295981,2.23593788922448,22.5,24.358485472372255,0.47653172437878955,0.8181818181818182,5.1352196296545864
ID9351,9351,1,44.0,163.68823529411765,99.96666666666665,0.0,22.0,22,3.6780660900548137,1,,164.11904761904762,159.0,68.0,255.0,6893.0,66.40974156462742,0.5498204429702951,1.7534633455202624,0.11625606253268397,0.6886487260416208,5.555414638379968,3.1253472445159596,0.6182629436460257,1.7775351676931397,42.5,44.60332046211717,0.2684506208872266,0.625,6.841837036156676
ID9358,9358,1,45.0,165.04212454212455,101.15567765567765,0.0,23.0,23,3.805666803775979,1,,171.7173913043478,166.0,50.0,255.0,7899.0,56.580194038973765,0.6197793201061076,2.3225286314348517,0.2503191455597106,0.05806036380697414,4.885852861408257,3.586869552574798,0.7885040231050727,1.362149581910777,45.5,35.908308657835406,0.4434364221144469,0.728,5.323401851015279
ID9366,9366,1,43.0,165.87164750957854,101.19731800766283,0.0,24.0,24,3.721085869607808,1,,184.0,173.0,49.0,255.0,8096.0,60.569007348336086,0.6233499170812604,2.3330128206331526,-0.08193467215725236,0.022731753266737143,5.727132211467071,2.6441062420036956,0.570858691980933,2.165999278125476,43.5,37.65904855211802,0.3854432406618652,0.7631578947368421,5.709850206080722
ID9385,9385,1,45.0,165.72222222222223,100.88351254480285,0.0,25.0,25,3.847260025985541,1,,179.9375,191.0,77.0,255.0,8637.0,61.14976600919029,0.6198348111013741,2.2519674752633665,0.27997084810227535,0.34790056436786176,6.098800346040498,2.956842589317279,0.48457317225870655,2.062605688944937,46.5,36.37451332498209,0.4416400335352147,0.7322834645669292,5.334217439414397
ID9346,9346,1,49.0,165.87037037037038,101.27441077441077,0.0,26.0,26,3.9694255713009206,1,,180.40816326530611,165.0,70.0,255.0,8840.0,56.24089495470464,0.6188760160778782,2.4525847363679185,-0.023230383984412847,0.038863866333163403,5.820858676136803,3.1327298097226053,0.5122182724405921,1.8580787459140067,49.5,40.451854212006126,0.38013529598149826,0.717391304347826,5.749576197274949
ID9369,9369,1,57.0,166.8363914373089,101.6039755351682,0.0,27.0,27,4.165079686754695,1,,175.41071428571428,166.0,39.0,255.0,9823.0,59.51066421948385,0.559258099475163,2.114392399315543,0.00548426441783856,0.1612546499971004,6.8888991715571875,2.887336381511039,0.5660811466867262,2.385901142544395,54.5,36.13986002001444,0.524364683876207,0.8582677165354331,4.895400354285471
ID9372,9372,1,51.0,167.27987421383648,102.09119496855345,0.0,28.0,28,4.1073621666150775,1,,165.33333333333334,168.0,46.0,255.0,8928.0,63.76933669003304,0.5786280496901823,1.9006326492380918,-0.12224407631749433,-0.05127872768386486,6.5742643058124814,2.718090305284849,0.6325746677962114,2.4187070948415434,53.0,36.29232239862459,0.5056572205789894,0.8346456692913385,4.985133871682712
ID9426,9426,1,43.0,166.01807228915663,101.44779116465863,0.0,29.0,29,3.634537147509613,1,,185.26829268292684,192.0,83.0,255.0,7596.0,55.84667599340354,0.5812476560396114,2.4389061335633104,0.22869685389492167,0.5093304109172978,6.294012353885207,2.704352778303358,0.49370256740001156,2.3273636503274213,41.5,38.49035811023505,0.35200923488440183,0.680327868852459,5.974862336376789
ID9413,9413,1,41.0,167.17871485943775,102.00602409638554,0.0,30.0,30,3.634537147509613,1,,181.02380952380952,180.0,64.0,255.0,7603.0,48.45943140866016,0.7017073137444899,3.0807646286179176,-0.27822197775541474,0.21324252516918699,6.010152370683402,2.7309820097085784,0.6033109771896733,2.20072938939819,41.5,38.54792283958981,0.3509586887098521,0.6484375,5.983798115366957
ID9403,9403,1,46.0,166.42962962962963,101.95555555555555,0.0,31.0,31,3.7846987830302403,1,,193.30232558139534,210.0,31.0,255.0,8312.0,57.22076499701706,0.6057493924765069,2.548758198781891,-0.09968938613707902,0.2436105394732826,6.0346108434156305,2.8209603674690635,0.43601467088869605,2.139204404643877,45.0,34.30933009199091,0.4803943613203184,0.7563025210084033,5.114532956544719
ID9397,9397,1,47.0,166.09856630824373,101.61469534050178,0.0,32.0,32,3.847260025985541,1,,179.4375,185.0,74.0,255.0,8613.0,56.27928315788997,0.6235503903807219,2.4490656747929553,-0.27241579482332473,0.36353112636672796,6.808774169061806,2.791491164368771,0.47993922184253646,2.439117220204939,46.5,39.79246387258243,0.36902956016938604,0.6503496503496503,5.835450026505641
ID9431,9431,1,49.0,165.68947368421053,102.08245614035089,0.0,33.0,33,3.888408362521876,1,,168.54166666666666,156.0,83.0,255.0,8090.0,55.0137152467294,0.5635717258356905,2.2085014709754915,-0.055549079374108315,0.2414824515647486,6.211938477994613,2.7527685934459276,0.6147493047344643,2.2566148468798395,47.5,33.307780868788676,0.5380369177500792,0.8482142857142857,4.832800792834959
ID9417,9417,1,1.0,154.16666666666666,113.83333333333333,0.0,34.0,34,0.5641895835477563,1,,135.0,135.0,135.0,135.0,135.0,NaN,0.2035661218424963,NaN,0.6093742383786946,-0.570229200769534,1.8500048694887372,0.713019489902995,2.2506380259973824,2.5946063125713814,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID9438,9438,1,1.0,154.16666666666666,113.83333333333333,0.0,35.0,35,0.5641895835477563,1,,116.0,116.0,116.0,116.0,116.0,NaN,0.19793459552495693,NaN,0.6093742383786946,-0.570229200769534,1.8500048694887372,0.713019489902995,2.2506380259973824,2.5946063125713814,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID9423,9423,1,1.0,179.16666666666666,135.83333333333334,0.0,36.0,36,0.5641895835477563,1,,106.0,106.0,106.0,106.0,106.0,NaN,0.20454545454545456,NaN,NaN,Infinity,-Infinity,NaN,1.5707963267948966,NaN,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID9429,9429,1,3.0,180.2777777777778,136.38888888888889,0.0,37.0,37,0.9772050238058398,1,,135.66666666666666,119.0,114.0,174.0,407.0,33.291640592396966,0.4500404858299595,2.5295275244366686,0.7222222222221985,-2.8888888888888795,4.618205515714207,1.0826716097814757,-1.311223269671635,4.265564437074633,3.0,7.23606797749979,0.7199889689185959,1.0,4.1777457946839345
ID9444,9444,1,248.0,173.57551020408164,123.49183673469388,0.0,38.0,38,8.83096382707056,1,,199.45528455284554,220.0,43.0,255.0,49066.0,55.515212407899575,0.6336026381484643,2.7869815137542036,-0.3659015972418585,-0.3529061285207304,15.385801113422318,5.6354350239519375,0.7280486559114792,2.730188716226699,244.99999999999994,103.36201538516144,0.2881734798606529,0.6777316735822958,6.603556934074288
ID9448,9448,1,1.0,186.16666666666666,139.83333333333334,0.0,39.0,39,0.5641895835477563,1,,109.0,109.0,109.0,109.0,109.0,NaN,0.10101010101010101,NaN,NaN,Infinity,-Infinity,NaN,1.5707963267948966,NaN,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID9328,9328,2,1.0,177.16666666666666,133.83333333333334,0.0,1.0,1,0.5641895835477563,1,,116.0,116.0,116.0,116.0,116.0,NaN,0.1466227347611203,NaN,NaN,Infinity,-Infinity,NaN,1.5707963267948966,NaN,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID9297,9297,2,6.0,185.14102564102566,122.21794871794872,0.0,2.0,2,1.438406847937898,1,,144.57142857142858,145.0,106.0,172.0,1012.0,20.91934625219076,0.48425502545078086,4.509516373816044,-0.04643104643106921,-0.06930006930006663,1.9652292175776322,1.4619805569566453,0.6245228861991277,1.3442239079215816,6.5,9.886349517372675,0.8357017280308787,1.0,3.8777453159447606
ID9343,9343,2,73.0,176.52702702702703,125.71621621621621,0.0,3.0,3,4.853342309955121,1,,193.93243243243242,192.0,47.0,255.0,14351.0,56.92829690516631,0.39711312907195573,1.9365776738362923,0.002530581268009152,0.06575011513010387,5.428990513116447,4.5949264267798355,1.8511006476705225,1.1815184855791327,74.0,36.62751041592672,0.6931492899622119,0.9135802469135804,4.2578615989161275
ID9269,9269,2,1.0,182.16666666666666,135.83333333333334,0.0,4.0,4,0.5641895835477563,1,,146.0,146.0,146.0,146.0,146.0,NaN,0.4197730956239871,NaN,NaN,Infinity,-Infinity,NaN,1.5707963267948966,NaN,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID9274,9274,2,5.0,185.95454545454547,106.01515151515152,0.0,6.0,6,1.3231418571003069,1,,133.5,145.0,85.0,161.0,801.0,27.84061780923692,0.32769766285430135,2.3670451730469786,0.04545454545453272,-0.015151515151516182,1.5811388300841902,1.5811388300841893,-1.456614060794593,1.0000000000000007,5.5,9.122417494872465,0.8305249144042437,1.0,3.8898118896035254
ID9302,9302,2,1.0,183.16666666666666,104.83333333333333,0.0,7.0,7,0.5641895835477563,1,,111.0,111.0,111.0,111.0,111.0,NaN,-0.05665722379603398,NaN,0.6093742383786946,-0.570229200769534,1.8500048694887372,0.713019489902995,2.2506380259973824,2.5946063125713814,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID9334,9334,2,1.0,202.16666666666666,95.83333333333333,0.0,8.0,8,0.5641895835477563,1,,170.0,170.0,170.0,170.0,170.0,NaN,0.4049586776859504,NaN,0.6093742383786946,-0.570229200769534,1.8500048694887372,0.713019489902995,2.2506380259973824,2.5946063125713814,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID9278,9278,2,2.0,187.5,104.83333333333333,0.0,9.0,9,0.7978845608028654,1,,145.5,156.0,135.0,156.0,291.0,14.849242404917497,0.23218066337332388,3.6926687461964147,0.18041426413253206,-0.09993889671568146,1.4560262660179968,1.1206900075381765,-0.9009660445780739,1.2992230288699143,2.0,6.47213595499958,0.5999908074321633,1.0,4.576491222541474
ID9323,9323,3,2.0,206.83333333333334,99.5,0.0,1.0,1,0.7978845608028654,1,,154.5,169.0,140.0,169.0,309.0,20.506096654409877,0.39924528301886797,4.2995343361802725,NaN,NaN,NaN,NaN,0.0,NaN,2.0,6.47213595499958,0.5999908074321633,1.0,4.576491222541474
ID9295,9295,3,2.0,206.5,99.83333333333333,0.0,2.0,2,0.7978845608028654,1,,125.0,137.0,113.0,137.0,250.0,16.97056274847714,0.28976784178847814,3.309652573053702,0.18041426413253206,-0.09993889671568146,1.4560262660179968,1.1206900075381765,-0.9009660445780739,1.2992230288699143,2.0,6.47213595499958,0.5999908074321633,1.0,4.576491222541474
ID9344,9344,3,6.0,184.78205128205127,121.85897435897436,0.0,3.0,3,1.438406847937898,1,,175.14285714285714,202.0,59.0,250.0,1226.0,65.73032930448615,0.449226109120461,1.6519064835332635,0.06930006930008108,0.04643104643104037,1.965229217577632,1.461980556956646,0.9462734405957699,1.344223907921581,6.5,9.886349517372675,0.8357017280308787,1.0,3.8777453159447606
ID9268,9268,3,5.0,184.95454545454547,122.01515151515152,0.0,4.0,4,1.3231418571003069,1,,140.66666666666666,127.0,112.0,217.0,844.0,40.45573712919673,0.3384078655248969,1.7583002654522568,0.04545454545453272,-0.015151515151516182,1.5811388300841902,1.5811388300841893,-1.456614060794593,1.0000000000000007,5.5,9.122417494872465,0.8305249144042437,1.0,3.8898118896035254
ID9284,9284,3,11.0,167.5909090909091,102.65151515151516,0.0,5.0,5,1.8712051592547776,1,,168.9090909090909,190.0,107.0,255.0,1858.0,46.01837577632341,0.4695491695228052,2.3455715704535813,-0.002128803187310705,-0.1476464715616728,2.341706529075606,1.9268003018131603,2.5098862383662475,1.2153343171433022,11.0,13.70820393249937,0.7355995177576536,0.9166666666666666,4.1331789994340715
ID9273,9273,3,14.0,166.80666666666667,102.75333333333334,0.0,6.0,6,1.9947114020071635,1,,138.6153846153846,147.0,44.0,226.0,1802.0,54.25025109241195,0.34399748770841715,1.3079661098281519,0.08919247150684523,-0.013671486487617788,2.9081700462587854,1.6941259787406404,2.618868311900195,1.7166197099584217,12.5,14.491900792836663,0.7479441545848411,0.9615384615384616,4.098928529159004
ID9301,9301,3,13.0,166.8913043478261,102.09420289855072,0.0,7.0,7,1.913259964331453,1,,170.7,176.0,109.0,255.0,1707.0,55.20678299709999,0.47469894750150127,1.990609051735405,0.47698723825388345,0.3686426764266436,2.828403726123209,2.097205473407454,0.3188056555458396,1.3486536069008699,11.5,13.543203766865055,0.7878887127146846,1.0,3.99367291198191
ID9335,9335,3,10.0,168.7549019607843,103.30392156862746,0.0,8.0,8,1.6448811606198852,1,,170.11111111111111,169.0,107.0,255.0,1531.0,47.25315980028332,0.5010723696304922,2.4034253989457763,-0.40874811463045774,1.811463046757137,4.050957468334642,1.946017021642078,-1.249045772398254,2.0816659994661215,8.5,11.886349517372675,0.7560174098509501,1.0,4.076984249477513
ID9277,9277,3,11.0,169.1031746031746,104.23015873015873,0.0,9.0,9,1.828183197857863,1,,141.7,145.0,95.0,192.0,1417.0,29.706153496465266,0.36766060747868556,2.5646150550563105,0.08716301066037893,0.04845183481291151,2.14533657721774,2.0116775762629007,1.3452665767537573,1.06644156227219,10.5,13.122417494872465,0.7662517181033476,0.9545454545454546,4.0496659581199665
ID9383,9383,3,5.0,157.76666666666668,118.56666666666668,0.0,10.0,10,1.2615662610100802,1,,229.6,245.0,163.0,255.0,1148.0,37.78624088209887,0.5392178770949722,4.257281563641246,-0.11414464905258849,-0.3548972511342515,-0.8423007842737089,NaN,-0.14047222790026617,NaN,5.0,9.23606797749979,0.7365557547446142,1.0,4.1304951684997055
ID9308,9308,3,6.0,153.14102564102564,116.21794871794872,0.0,11.0,11,1.438406847937898,1,,218.0,235.0,143.0,255.0,1526.0,42.85246006162696,0.5930577757478876,3.7877055311777954,-0.04643104643104081,-0.06930006930006662,1.9652292175776322,1.4619805569566455,0.6245228861991277,1.3442239079215814,6.5,9.886349517372675,0.8357017280308787,1.0,3.8777453159447606
ID9356,9356,3,6.0,153.5,121.3888888888889,0.0,12.0,12,1.381976597885342,1,,208.33333333333334,241.0,123.0,255.0,1250.0,61.5456470163948,0.5994881637875881,2.5374120549105013,NaN,NaN,NaN,NaN,1.5707963267948966,NaN,6.0,10.47213595499958,0.6875282865047802,1.0,4.275231601133732
ID9319,9319,3,2.0,171.5,124.83333333333333,0.0,15.0,15,0.7978845608028654,1,,126.5,136.0,117.0,136.0,253.0,13.435028842544403,0.06153846153846156,1.0916736270950211,0.18041426413253206,-0.09993889671568146,1.4560262660179968,1.1206900075381765,-0.9009660445780739,1.2992230288699143,2.0,6.47213595499958,0.5999908074321633,1.0,4.576491222541474
ID9331,9331,3,2.0,153.5,114.83333333333333,0.0,16.0,16,0.7978845608028654,1,,129.0,139.0,119.0,139.0,258.0,14.142135623730951,0.1415929203539823,2.262741699796952,0.18041426413253206,-0.09993889671568146,1.4560262660179968,1.1206900075381765,-0.9009660445780739,1.2992230288699143,2.0,6.47213595499958,0.5999908074321633,1.0,4.576491222541474
ID9291,9291,3,2.0,167.5,125.83333333333333,0.0,18.0,18,0.7978845608028654,1,,135.0,150.0,120.0,150.0,270.0,21.213203435596427,0.2607003891050583,2.6320085744165933,0.18041426413253206,-0.09993889671568146,1.4560262660179968,1.1206900075381765,-0.9009660445780739,1.2992230288699143,2.0,6.47213595499958,0.5999908074321633,1.0,4.576491222541474
ID9392,9392,3,3.0,167.27777777777777,125.3888888888889,0.0,19.0,19,0.9772050238058398,1,,126.33333333333333,106.0,106.0,167.0,379.0,35.21836642056717,0.42044293015332196,2.1235476369001436,0.722222222222227,-2.8888888888888937,4.618205515714206,1.0826716097814755,-1.3112232696716353,4.265564437074633,3.0,7.23606797749979,0.7199889689185959,1.0,4.1777457946839345
ID9407,9407,3,5.0,155.95454545454547,118.01515151515152,0.0,21.0,21,1.3231418571003069,1,,131.0,149.0,75.0,154.0,786.0,29.80603965641863,0.23352165725047078,1.6640922635731246,0.04545454545453272,-0.015151515151516182,1.5811388300841902,1.5811388300841893,-1.456614060794593,1.0000000000000007,5.5,9.122417494872465,0.8305249144042437,1.0,3.8898118896035254
ID9352,9352,3,5.0,156.23333333333332,118.56666666666668,0.0,22.0,22,1.2615662610100802,1,,138.6,137.0,118.0,153.0,693.0,13.939153489362258,0.345631067961165,5.107914196822401,-0.017534144673556584,-0.06666666666667308,6240566.263953919,0.9994543507476806,0.0,6243973.283307457,5.0,9.23606797749979,0.7365557547446142,1.0,4.1304951684997055
ID9360,9360,3,3.0,160.27777777777777,121.3888888888889,0.0,23.0,23,0.9772050238058398,1,,164.0,148.0,110.0,234.0,492.0,63.52952069707436,0.5020815986677768,1.7257546166472584,0.722222222222227,-2.8888888888888937,4.618205515714206,1.0826716097814755,-1.3112232696716353,4.265564437074633,3.0,7.23606797749979,0.7199889689185959,1.0,4.1777457946839345
ID9367,9367,3,1.0,159.16666666666666,120.83333333333333,0.0,24.0,24,0.5641895835477563,1,,181.0,181.0,181.0,181.0,181.0,NaN,0.2959427207637232,NaN,0.6093742383786946,-0.570229200769534,1.8500048694887372,0.713019489902995,2.2506380259973824,2.5946063125713814,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
